current_round,start_aggregation,end_aggregation,participant count,actual partipants
3,1743026407.898504,1743026420.600492,3,"['524b295a-f36e-4e60-9f4e-17d0384bf410', '5543e6cf-0be2-4ee6-9170-90a02f194634', '9d453044-5b29-4a5b-b331-451eb93f5a35']"
4,1743026422.712062,1743026436.45359,3,"['524b295a-f36e-4e60-9f4e-17d0384bf410', '5543e6cf-0be2-4ee6-9170-90a02f194634', '9d453044-5b29-4a5b-b331-451eb93f5a35']"
5,1743026438.6783319,1743026449.197797,3,"['524b295a-f36e-4e60-9f4e-17d0384bf410', '5543e6cf-0be2-4ee6-9170-90a02f194634', '9d453044-5b29-4a5b-b331-451eb93f5a35']"
6,1743026453.395521,1743026464.823852,3,"['524b295a-f36e-4e60-9f4e-17d0384bf410', '5543e6cf-0be2-4ee6-9170-90a02f194634', '9d453044-5b29-4a5b-b331-451eb93f5a35']"
7,1743026467.257985,1743026479.236213,3,"['524b295a-f36e-4e60-9f4e-17d0384bf410', '5543e6cf-0be2-4ee6-9170-90a02f194634', '9d453044-5b29-4a5b-b331-451eb93f5a35']"
8,1743026481.4086778,1743026492.2406201,3,"['524b295a-f36e-4e60-9f4e-17d0384bf410', '5543e6cf-0be2-4ee6-9170-90a02f194634', '9d453044-5b29-4a5b-b331-451eb93f5a35']"
9,1743026494.0467598,1743026506.681986,3,"['524b295a-f36e-4e60-9f4e-17d0384bf410', '5543e6cf-0be2-4ee6-9170-90a02f194634', '9d453044-5b29-4a5b-b331-451eb93f5a35']"
10,1743026508.980727,1743026522.898049,3,"['524b295a-f36e-4e60-9f4e-17d0384bf410', '5543e6cf-0be2-4ee6-9170-90a02f194634', '9d453044-5b29-4a5b-b331-451eb93f5a35']"
10,1743026526.905323,1743026526.905617
1,1743026850.7257202,1743026880.870713,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
2,1743026886.51169,1743026898.972488,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
3,1743026902.407496,1743026913.252002,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
4,1743026915.624607,1743026929.269822,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
5,1743026931.6974342,1743026943.426516,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
6,1743026948.072045,1743026960.484996,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
7,1743026964.3825831,1743026975.441886,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
8,1743026977.182225,1743026989.532934,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
9,1743026991.1970382,1743027007.7030048,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
10,1743027011.1971781,1743027022.954249,3,"['5bc4ab8b-2318-42ec-b971-cca004526bde', '6d8ed8af-dbfa-432b-b538-bbae48e8f9c2', 'ebede549-d96d-41aa-b318-18f456e32be8']"
10,1743027026.2115571,1743027026.2118988
1,1743027310.670696,1743027339.8495512,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
2,1743027344.972736,1743027357.90148,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
3,1743027359.944169,1743027377.755195,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
4,1743027383.5340319,1743027398.84444,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
5,1743027400.7686558,1743027411.907545,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
6,1743027416.843549,1743027427.6347861,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
7,1743027430.331278,1743027441.483066,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
8,1743027443.004267,1743027455.727778,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
9,1743027457.7547631,1743027470.925728,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
10,1743027472.881105,1743027486.5324512,3,"['186e992a-adf9-45e5-9c0b-bd7f68014691', '3e1cbfdc-00c4-441b-8e04-3e0cda26c864', 'dec18879-66d5-405e-bf48-14a06f70acec']"
10,1743027490.61806,1743027490.6186738
1,1743027897.1746209,1743027967.1950562,2,"['20f4b15f-e18f-4921-a20a-15184b9612e0', '96a44a8c-574e-41c4-a696-17f85d2ff9dc']"
1,1743028632.4451761,1743028702.450834,2,"['04ec2d4c-114f-4192-aa06-e7588d6c6544', '2415c311-af9c-4980-9ec8-63f349dc77b8']"
2,1743028706.004981,1743028776.006761,2,"['04ec2d4c-114f-4192-aa06-e7588d6c6544', '2415c311-af9c-4980-9ec8-63f349dc77b8']"
3,1743028780.150358,1743028850.1520011,2,"['04ec2d4c-114f-4192-aa06-e7588d6c6544', '2415c311-af9c-4980-9ec8-63f349dc77b8']"
4,1743028855.320431,1743028925.323523,2,"['04ec2d4c-114f-4192-aa06-e7588d6c6544', '2415c311-af9c-4980-9ec8-63f349dc77b8']"
1,1743028981.0663822,1743029051.072521,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
2,1743029056.245615,1743029126.274125,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
3,1743029130.767534,1743029200.769344,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
4,1743029206.880151,1743029276.882765,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
5,1743029281.805727,1743029351.821932,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
6,1743029356.35684,1743029426.360439,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
7,1743029431.987435,1743029501.9900868,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
8,1743029506.140679,1743029576.142802,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
9,1743029581.2742028,1743029651.277052,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
10,1743029655.520909,1743029725.5240881,3,"['36e9ebef-2466-4c77-98f9-b05fc8b32362', '91daf48a-4210-47ee-95c6-80aa0b267e99', 'd476f94d-d465-47ed-a34d-51a560ee1db5']"
10,1743029729.89831,1743029729.898585
1,1743029833.868147,1743029938.142627,2,"['85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
2,1743029953.957607,1743030023.9788852,3,"['2a8f6946-6931-4390-a341-77bf0ae69189', '85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
3,1743030034.223037,1743030104.228773,3,"['2a8f6946-6931-4390-a341-77bf0ae69189', '85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
4,1743030111.685426,1743030181.6916008,3,"['2a8f6946-6931-4390-a341-77bf0ae69189', '85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
5,1743030185.287366,1743030255.289987,3,"['2a8f6946-6931-4390-a341-77bf0ae69189', '85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
6,1743030258.12922,1743030328.1316092,3,"['2a8f6946-6931-4390-a341-77bf0ae69189', '85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
7,1743030331.729874,1743030401.732764,3,"['2a8f6946-6931-4390-a341-77bf0ae69189', '85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
8,1743030405.863032,1743030475.8663769,3,"['2a8f6946-6931-4390-a341-77bf0ae69189', '85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
9,1743030479.536684,1743030549.606058,3,"['2a8f6946-6931-4390-a341-77bf0ae69189', '85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
9,1743030553.335735,1743030623.3374221,3,"['2a8f6946-6931-4390-a341-77bf0ae69189', '85034656-91df-4a85-91e4-f667eee91d3a', 'f672f014-5ddf-4992-9ae7-29aac3aee068']"
1,1743030746.373142,1743030816.4010339,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
2,1743030819.2030091,1743030889.206262,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
3,1743030893.371365,1743030963.373493,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
4,1743030967.656003,1743031037.659494,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
5,1743031041.325516,1743031111.327318,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
6,1743031115.938494,1743031185.94645,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
7,1743031189.550852,1743031259.55444,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
8,1743031263.228959,1743031333.231832,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
9,1743031336.482636,1743031406.485711,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
10,1743031409.28093,1743031479.2827451,3,"['00ee8b3e-e274-420f-9874-5759b8f55c6d', '193448a6-837b-46dc-b324-4f7e96cac5aa', '240ec68b-17fa-42d3-88b7-150ad37e56cc']"
10,1743031482.2235992,1743031482.2238011
1,1743031561.2865741,1743031631.2922518,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
2,1743031635.710965,1743031705.7174542,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
3,1743031709.564026,1743031779.566066,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
4,1743031783.934208,1743031853.937401,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
5,1743031857.484064,1743031927.4859111,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
6,1743031931.022433,1743032001.024213,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
7,1743032003.8195682,1743032073.869973,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
8,1743032077.495154,1743032147.501002,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
9,1743032151.000093,1743032221.0043242,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
10,1743032224.6713128,1743032294.674272,3,"['b0c676c1-d3dc-4b3c-be91-2e37da363de8', 'd22b8c0f-54bc-4e46-8f19-9f80522b608b', 'dbf546c2-5b3c-496e-abb0-e52aac33dd52']"
10,1743032298.136384,1743032298.1367328
1,1743032386.367993,1743032497.886924,2,"['6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
2,1743032512.872532,1743032582.885428,3,"['259ae80a-4510-4d5c-a27c-3b7b2541954b', '6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
3,1743032590.4659798,1743032660.469512,3,"['259ae80a-4510-4d5c-a27c-3b7b2541954b', '6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
4,1743032666.0547268,1743032736.061933,3,"['259ae80a-4510-4d5c-a27c-3b7b2541954b', '6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
5,1743032739.666354,1743032809.6682408,3,"['259ae80a-4510-4d5c-a27c-3b7b2541954b', '6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
6,1743032814.766675,1743032884.7708108,3,"['259ae80a-4510-4d5c-a27c-3b7b2541954b', '6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
7,1743032889.2928908,1743032959.2960682,3,"['259ae80a-4510-4d5c-a27c-3b7b2541954b', '6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
8,1743032963.132189,1743033033.138966,3,"['259ae80a-4510-4d5c-a27c-3b7b2541954b', '6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
9,1743033037.092562,1743033107.095665,3,"['259ae80a-4510-4d5c-a27c-3b7b2541954b', '6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
9,1743033111.125029,1743033181.128884,3,"['259ae80a-4510-4d5c-a27c-3b7b2541954b', '6871db0a-5c1a-4533-928a-c142722a3bff', 'f24200b9-43f2-4954-bff6-abf9f47185a9']"
1,1743112214.538791,1743112564.9151738,2,"['74043d9f-b963-4b1a-9abe-afcb05945ab4', 'e8d42f54-c3b0-46d9-be6d-4eb1b567a703']"
1,1743112929.080947,1743113053.085669,2,"['1b31b127-25a8-47ee-87fe-c62f267970fc', '94d5fbc8-4d5e-49ed-9243-525e968b1f53']"
2,1743113063.1322901,1743113133.135493,2,"['1b31b127-25a8-47ee-87fe-c62f267970fc', '94d5fbc8-4d5e-49ed-9243-525e968b1f53']"
1,1743113563.5894241,1743113693.766291,2,"['3b40729d-9650-4d9a-a1ec-f7f8b665ec75', 'e8f4d105-e65a-4cbf-ab93-dfeb994fd7ce']"
1,1743114235.531086,1743114306.254314,2,"['04618a7e-629c-4d19-991c-09773175a8bd', '7fb4f095-e12e-4f1e-a9bb-45a75bbe0a36']"
2,1743114312.470916,1743114382.472987,2,"['04618a7e-629c-4d19-991c-09773175a8bd', '7fb4f095-e12e-4f1e-a9bb-45a75bbe0a36']"
3,1743114387.5556638,1743114457.594453,2,"['04618a7e-629c-4d19-991c-09773175a8bd', '7fb4f095-e12e-4f1e-a9bb-45a75bbe0a36']"
4,1743114465.908909,1743114535.954558,2,"['04618a7e-629c-4d19-991c-09773175a8bd', '7fb4f095-e12e-4f1e-a9bb-45a75bbe0a36']"
1,1743114580.651305,1743114650.663599,2,"['3e2c7f50-c6a9-48ab-9b0f-17b84c348f66', 'c9a88ef7-b8c4-4622-8267-63b06c293173']"
2,1743114655.4691699,1743114725.4739351,2,"['3e2c7f50-c6a9-48ab-9b0f-17b84c348f66', 'c9a88ef7-b8c4-4622-8267-63b06c293173']"
3,1743114730.848483,1743114800.852393,2,"['3e2c7f50-c6a9-48ab-9b0f-17b84c348f66', 'c9a88ef7-b8c4-4622-8267-63b06c293173']"
1,1743114819.301246,1743114889.306544,2,"['9e4909b4-3775-4890-bcc2-68e2f3641dca', 'b8a4525b-adbf-4d18-be07-0bb86f0294b3']"
1,1743114960.4841878,1743115030.48847,2,"['71af74cc-1f7d-4317-bc52-6239a5626e7f', '7a357ad0-f715-40d2-9089-a1fc9dbf8785']"
2,1743115036.452325,1743115106.458703,2,"['71af74cc-1f7d-4317-bc52-6239a5626e7f', '7a357ad0-f715-40d2-9089-a1fc9dbf8785']"
1,1743115170.981022,1743115241.0033548,2,"['69178f6a-c22e-41ea-9b47-08671a9fdec4', 'c3569547-a881-4f6c-9f34-920d3b44ebc4']"
2,1743115245.565927,1743115315.567505,2,"['69178f6a-c22e-41ea-9b47-08671a9fdec4', 'c3569547-a881-4f6c-9f34-920d3b44ebc4']"
3,1743115319.8500218,1743115389.852504,2,"['69178f6a-c22e-41ea-9b47-08671a9fdec4', 'c3569547-a881-4f6c-9f34-920d3b44ebc4']"
4,1743115395.109782,1743115465.1118772,2,"['69178f6a-c22e-41ea-9b47-08671a9fdec4', 'c3569547-a881-4f6c-9f34-920d3b44ebc4']"
1,1743116852.270391,1743116933.308047,2,"['343d1fc8-f363-40c6-80b7-8b3e5759305c', '51d398ef-29f5-4a0b-a8d7-720dd30785d2']"
1,1743117003.9371562,1743117077.2211268,2,"['342a7267-009e-465d-838b-69921f99655e', '4dab58f6-1c2a-45de-acda-5b20b431ef32']"
1,1743117370.3903701,1743117440.428141,2,"['3f95b2d4-dd51-4348-8566-3fcf6ee7b8e4', '5c9895de-3cf1-45dc-a54d-2f81e13e9f40']"
1,1743117570.938838,1743117645.7071,2,"['c2624959-269a-4138-8ab0-e6b20c642178', 'd00ef2ef-2047-4f87-9d6a-5ba589e04dcc']"
2,1743117651.1751292,1743117721.176865,2,"['c2624959-269a-4138-8ab0-e6b20c642178', 'd00ef2ef-2047-4f87-9d6a-5ba589e04dcc']"
1,1743117859.9769752,1743117930.010871,2,"['2bc25008-2e82-40ca-b25d-9af4ce55a3f2', 'b52efb5c-7893-4e4b-81c3-3f2b78008730']"
2,1743117936.146264,1743118006.149344,2,"['2bc25008-2e82-40ca-b25d-9af4ce55a3f2', 'b52efb5c-7893-4e4b-81c3-3f2b78008730']"
3,1743118010.8635368,1743118080.8722088,2,"['2bc25008-2e82-40ca-b25d-9af4ce55a3f2', 'b52efb5c-7893-4e4b-81c3-3f2b78008730']"
4,1743118086.2899132,1743118156.330101,2,"['2bc25008-2e82-40ca-b25d-9af4ce55a3f2', 'b52efb5c-7893-4e4b-81c3-3f2b78008730']"
5,1743118166.646019,1743118236.660553,2,"['2bc25008-2e82-40ca-b25d-9af4ce55a3f2', 'b52efb5c-7893-4e4b-81c3-3f2b78008730']"
1,1743128804.2067661,1743128959.917656,2,"['0ce28e41-6b63-441b-a5c7-51a02258e1fb', 'b15ecf0d-1621-414e-b660-7556e0381ab6']"
1,1743129149.0183501,1743129219.03132,2,"['475db0ad-1e18-44ba-bb15-f96f3411df8d', '7605d435-94c8-4839-bf49-3a4d7a09fcc3']"
1,1743129408.071511,1743129478.085182,2,"['357135fd-40fc-4f0f-9ed2-388371565b7e', '8cba629d-6891-4282-8b7e-f60c5bd4bd4d']"
1,1743130440.925828,1743130510.930433,2,"['42a99c0f-f47c-4846-978b-6ac2aa53e4da', 'a2c97ade-6b6e-4595-ae71-c1787739da4e']"
1,1743130758.165575,1743130844.262829,2,"['9acba526-5ccb-42fe-8526-a758054fe753', 'bbc202e9-75ec-470a-8f2e-655cf87bb195']"
1,1743130965.818136,1743131035.8226418,2,"['393dd452-8b46-4b73-a71d-33dfa7f95f70', '8bcd588d-5b18-49a6-8cbe-7e847f744137']"
1,1743131581.510668,1743131651.514482,2,"['bb94861d-0cfd-4b77-891e-fd45a0c03cd8', 'edaf6524-a3a1-4bdc-8664-4645e98d195d']"
1,1743131779.722399,1743131849.726542,2,"['52a6b1da-2482-411f-9c25-17398026c12c', 'e700db0c-a09f-4790-ae96-ebf864070d27']"
1,1743131980.323901,1743132050.32988,2,"['9b8870ad-78d3-4b44-a854-8562f9f7d043', 'c70a40db-ef1e-4eef-8d72-99cc4ac8afaf']"
